index,p0re,p0im,p1re,p1im
4247,-0.61741,-0.11873,0.66091,0.09292
4248,-0.62366,-0.13073,0.67301,0.12424
4249,-0.62729,-0.14338,0.68258,0.15353
4250,-0.62821,-0.15657,0.68959,0.18052
4251,-0.62637,-0.17038,0.69395,0.20531
4252,-0.62169,-0.18473,0.69563,0.22769
4253,-0.61437,-0.19954,0.69479,0.24753
4254,-0.60430,-0.21471,0.69138,0.26487
4255,-0.59155,-0.23030,0.68530,0.27956
4256,-0.57621,-0.24613,0.67676,0.29160
4257,-0.55825,-0.26233,0.66574,0.30103
4258,-0.53786,-0.27870,0.65236,0.30781
4259,-0.51500,-0.29512,0.63674,0.31188
4260,-0.48973,-0.31164,0.61900,0.31321
4261,-0.46234,-0.32820,0.59915,0.31194
4262,-0.43275,-0.34478,0.57743,0.30803
4263,-0.40122,-0.36135,0.55391,0.30154
4264,-0.36759,-0.37763,0.52875,0.29265
4265,-0.33222,-0.39382,0.50204,0.28152
4266,-0.29506,-0.40981,0.47407,0.26790
4267,-0.25630,-0.42557,0.44498,0.25222
4268,-0.21608,-0.44108,0.41495,0.23450
4269,-0.17442,-0.45627,0.38426,0.21480
4270,-0.13152,-0.47120,0.35299,0.19336
4271,-0.08758,-0.48565,0.32145,0.17029
4272,-0.04256,-0.49970,0.28976,0.14586
4273,0.00334,-0.51330,0.25811,0.12007
4274,0.04994,-0.52651,0.22676,0.09312
4275,0.09720,-0.53932,0.19592,0.06518
4276,0.14501,-0.55147,0.16567,0.03645
4277,0.19317,-0.56298,0.13623,0.00703
4278,0.24161,-0.57406,0.10771,-0.02275
4279,0.29021,-0.58453,0.08044,-0.05279
4280,0.33887,-0.59443,0.05449,-0.08302
4281,0.38743,-0.60360,0.02997,-0.11320
4282,0.43580,-0.61204,0.00706,-0.14308
4283,0.48380,-0.61981,-0.01415,-0.17251
4284,0.53138,-0.62667,-0.03358,-0.20140
4285,0.57843,-0.63272,-0.05122,-0.22958
4286,0.62471,-0.63797,-0.06687,-0.25687
4287,0.67037,-0.64235,-0.08052,-0.28320
4288,0.71500,-0.64569,-0.09213,-0.30833
4289,0.75872,-0.64814,-0.10191,-0.33235
4290,0.80136,-0.64946,-0.10951,-0.35499
4291,0.84269,-0.64964,-0.11507,-0.37620
4292,0.88275,-0.64869,-0.11871,-0.39598
4293,0.92130,-0.64648,-0.12040,-0.41414
4294,0.95837,-0.64313,-0.12023,-0.43074
4295,0.99390,-0.63848,-0.11832,-0.44564
4296,1.02761,-0.63245,-0.11468,-0.45884
4297,1.05961,-0.62499,-0.10932,-0.47035
4298,1.08981,-0.61620,-0.10250,-0.48024
4299,1.11801,-0.60589,-0.09439,-0.48836
4300,1.14421,-0.59415,-0.08497,-0.49475
4301,1.16844,-0.58078,-0.07437,-0.49960
4302,1.19050,-0.56595,-0.06279,-0.50285
4303,1.21047,-0.54953,-0.05024,-0.50449
4304,1.22819,-0.53166,-0.03706,-0.50471
4305,1.24380,-0.51207,-0.02327,-0.50348
4306,1.25716,-0.49105,-0.00899,-0.50093
4307,1.26842,-0.46844,0.00562,-0.49715
4308,1.27745,-0.44433,0.02041,-0.49207
4309,1.28438,-0.41884,0.03515,-0.48605
4310,1.28916,-0.39186,0.04982,-0.47895
4311,1.29195,-0.36357,0.06427,-0.47105
4312,1.29274,-0.33397,0.07848,-0.46238
4313,1.29153,-0.30321,0.09216,-0.45297
4314,1.28847,-0.27133,0.10536,-0.44298
4315,1.28365,-0.23841,0.11793,-0.43246
4316,1.27720,-0.20461,0.12964,-0.42154
4317,1.26915,-0.17004,0.14055,-0.41028
4318,1.25955,-0.13487,0.15053,-0.39879
4319,1.24865,-0.09912,0.15957,-0.38710
4320,1.23656,-0.06299,0.16758,-0.37539
4321,1.22346,-0.02661,0.17446,-0.36364
4322,1.20946,0.00985,0.18014,-0.35192
4323,1.19458,0.04623,0.18463,-0.34044
4324,1.17913,0.08240,0.18795,-0.32908
4325,1.16329,0.11813,0.18999,-0.31797
4326,1.14702,0.15337,0.19078,-0.30718
4327,1.13056,0.18781,0.19028,-0.29668
4328,1.11399,0.22134,0.18841,-0.28666
4329,1.09757,0.25374,0.18536,-0.27705
4330,1.08132,0.28506,0.18098,-0.26785
4331,1.06537,0.31501,0.17527,-0.25929
4332,1.04997,0.34347,0.16843,-0.25116
4333,1.03509,0.37042,0.16026,-0.24363
4334,1.02095,0.39563,0.15090,-0.23669
4335,1.00749,0.41882,0.14037,-0.23034
4336,0.99487,0.44023,0.12881,-0.22456
4337,0.98320,0.45958,0.11618,-0.21953
4338,0.97244,0.47681,0.10259,-0.21511
4339,0.96263,0.49193,0.08807,-0.21137
4340,0.95386,0.50492,0.07266,-0.20839
4341,0.94613,0.51562,0.05643,-0.20603
4342,0.93942,0.52418,0.03948,-0.20436
4343,0.93363,0.53041,0.02192,-0.20343
4344,0.92894,0.53449,0.00383,-0.20318
4345,0.92527,0.53652,-0.01471,-0.20362
4346,0.92246,0.53645,-0.03369,-0.20473
4347,0.92051,0.53428,-0.05286,-0.20649
4348,0.91931,0.53029,-0.07219,-0.20886
4349,0.91879,0.52441,-0.09159,-0.21189
4350,0.91892,0.51682,-0.11100,-0.21549
4351,0.91953,0.50753,-0.13027,-0.21967
4352,0.92047,0.49679,-0.14930,-0.22437
4353,0.92172,0.48476,-0.16788,-0.22945
4354,0.92316,0.47158,-0.18608,-0.23488
4355,0.92457,0.45720,-0.20380,-0.24063
4356,0.92582,0.44209,-0.22092,-0.24670
4357,0.92688,0.42633,-0.23740,-0.25302
4358,0.92768,0.40997,-0.25303,-0.25943
4359,0.92797,0.39314,-0.26791,-0.26592
4360,0.92763,0.37610,-0.28180,-0.27239
4361,0.92649,0.35896,-0.29473,-0.27874
4362,0.92462,0.34197,-0.30664,-0.28490
4363,0.92177,0.32509,-0.31744,-0.29069
4364,0.91789,0.30869,-0.32709,-0.29623
4365,0.91284,0.29270,-0.33563,-0.30135
4366,0.90648,0.27724,-0.34305,-0.30594
4367,0.89888,0.26239,-0.34915,-0.30995
4368,0.88986,0.24831,-0.35408,-0.31316
4369,0.87948,0.23520,-0.35788,-0.31557
4370,0.86752,0.22278,-0.36035,-0.31726
4371,0.85415,0.21132,-0.36170,-0.31806
4372,0.83920,0.20072,-0.36185,-0.31794
4373,0.82271,0.19113,-0.36088,-0.31684
4374,0.80461,0.18241,-0.35882,-0.31469
4375,0.78490,0.17452,-0.35563,-0.31157
4376,0.76381,0.16740,-0.35142,-0.30735
4377,0.74118,0.16100,-0.34625,-0.30203
4378,0.71704,0.15535,-0.34017,-0.29568
4379,0.69143,0.15013,-0.33307,-0.28831
4380,0.66452,0.14550,-0.32525,-0.27982
4381,0.63626,0.14116,-0.31660,-0.27036
4382,0.60682,0.13694,-0.30714,-0.25989
4383,0.57616,0.13285,-0.29708,-0.24846
4384,0.54441,0.12862,-0.28642,-0.23608
4385,0.51171,0.12419,-0.27525,-0.22292
4386,0.47803,0.11939,-0.26363,-0.20894
4387,0.44346,0.11409,-0.25161,-0.19428
4388,0.40819,0.10809,-0.23919,-0.17901
4389,0.37231,0.10124,-0.22649,-0.16322
4390,0.33588,0.09350,-0.21355,-0.14701
4391,0.29908,0.08471,-0.20052,-0.13042
4392,0.26183,0.07466,-0.18740,-0.11357
4393,0.22432,0.06319,-0.17416,-0.09651
4394,0.18668,0.05041,-0.16107,-0.07940
4395,0.14895,0.03613,-0.14802,-0.06227
4396,0.11128,0.02032,-0.13512,-0.04522
4397,0.07373,0.00287,-0.12245,-0.02845
4398,0.03630,-0.01623,-0.11004,-0.01200
4399,-0.00083,-0.03683,-0.09799,0.00398
4400,-0.03750,-0.05911,-0.08623,0.01949
4401,-0.07379,-0.08307,-0.07502,0.03447
4402,-0.10951,-0.10856,-0.06423,0.04882
4403,-0.14451,-0.13549,-0.05402,0.06233
4404,-0.17884,-0.16391,-0.04432,0.07513
4405,-0.21237,-0.19365,-0.03532,0.08696
4406,-0.24500,-0.22461,-0.02711,0.09785
4407,-0.27676,-0.25656,-0.01954,0.10785
4408,-0.30741,-0.28946,-0.01268,0.11676
4409,-0.33695,-0.32311,-0.00671,0.12463
4410,-0.36525,-0.35741,-0.00152,0.13138
4411,-0.39240,-0.39210,0.00283,0.13697
4412,-0.41819,-0.42712,0.00624,0.14148
4413,-0.44251,-0.46215,0.00869,0.14472
4414,-0.46537,-0.49716,0.01037,0.14683
4415,-0.48665,-0.53191,0.01117,0.14775
4416,-0.50643,-0.56607,0.01093,0.14754
4417,-0.52440,-0.59965,0.00994,0.14616
4418,-0.54075,-0.63245,0.00793,0.14368
4419,-0.55543,-0.66414,0.00525,0.14006
4420,-0.56828,-0.69476,0.00156,0.13536
4421,-0.57920,-0.72416,-0.00276,0.12957
4422,-0.58835,-0.75210,-0.00788,0.12279
4423,-0.59562,-0.77840,-0.01365,0.11498
4424,-0.60087,-0.80308,-0.01999,0.10616
4425,-0.60424,-0.82601,-0.02689,0.09649
4426,-0.60572,-0.84707,-0.03419,0.08589
4427,-0.60531,-0.86621,-0.04183,0.07446
4428,-0.60295,-0.88332,-0.04986,0.06233
4429,-0.59876,-0.89845,-0.05799,0.04946
4430,-0.59274,-0.91153,-0.06613,0.03590
4431,-0.58490,-0.92265,-0.07428,0.02169
4432,-0.57538,-0.93153,-0.08220,0.00684
4433,-0.56415,-0.93842,-0.08985,-0.00852
4434,-0.55144,-0.94339,-0.09709,-0.02444
4435,-0.53730,-0.94633,-0.10384,-0.04073
4436,-0.52173,-0.94727,-0.10989,-0.05746
4437,-0.50488,-0.94637,-0.11520,-0.07450
4438,-0.48684,-0.94362,-0.11951,-0.09186
4439,-0.46790,-0.93923,-0.12285,-0.10951
4440,-0.44795,-0.93295,-0.12497,-0.12746
4441,-0.42729,-0.92518,-0.12594,-0.14550
4442,-0.40605,-0.91580,-0.12550,-0.16368
4443,-0.38438,-0.90504,-0.12366,-0.18199
4444,-0.36235,-0.89292,-0.12035,-0.20041
4445,-0.34014,-0.87957,-0.11536,-0.21892
4446,-0.31790,-0.86509,-0.10882,-0.23738
4447,-0.29593,-0.84955,-0.10050,-0.25587
4448,-0.27415,-0.83304,-0.09045,-0.27423
4449,-0.25287,-0.81558,-0.07873,-0.29245
4450,-0.23222,-0.79732,-0.06529,-0.31048
4451,-0.21239,-0.77848,-0.05007,-0.32821
4452,-0.19336,-0.75904,-0.03312,-0.34563
4453,-0.17533,-0.73909,-0.01442,-0.36279
4454,-0.15843,-0.71877,0.00566,-0.37951
4455,-0.14276,-0.69806,0.02724,-0.39573
4456,-0.12852,-0.67718,0.05010,-0.41141
4457,-0.11574,-0.65607,0.07436,-0.42657
4458,-0.10445,-0.63486,0.09965,-0.44110
4459,-0.09476,-0.61377,0.12581,-0.45490
4460,-0.08684,-0.59268,0.15274,-0.46787
4461,-0.08064,-0.57163,0.18021,-0.47995
4462,-0.07632,-0.55085,0.20801,-0.49106
4463,-0.07369,-0.53042,0.23594,-0.50121
4464,-0.07302,-0.51028,0.26376,-0.51019
4465,-0.07408,-0.49065,0.29117,-0.51806
4466,-0.07688,-0.47148,0.31791,-0.52463
4467,-0.08146,-0.45277,0.34388,-0.52990
4468,-0.08787,-0.43465,0.36865,-0.53385
4469,-0.09598,-0.41714,0.39212,-0.53635
4470,-0.10573,-0.40028,0.41391,-0.53743
4471,-0.11704,-0.38421,0.43381,-0.53698
4472,-0.12985,-0.36880,0.45160,-0.53508
4473,-0.14410,-0.35405,0.46704,-0.53145
4474,-0.15966,-0.34019,0.47993,-0.52618
4475,-0.17640,-0.32707,0.48996,-0.51936
4476,-0.19434,-0.31490,0.49707,-0.51082
4477,-0.21314,-0.30334,0.50108,-0.50070
4478,-0.23282,-0.29261,0.50175,-0.48896
4479,-0.25324,-0.28260,0.49914,-0.47564
4480,-0.27424,-0.27346,0.49296,-0.46079
4481,-0.29579,-0.26490,0.48311,-0.44455
4482,-0.31770,-0.25708,0.46971,-0.42686
4483,-0.33975,-0.24995,0.45267,-0.40787
4484,-0.36180,-0.24339,0.43201,-0.38757
4485,-0.38375,-0.23740,0.40766,-0.36623
4486,-0.40557,-0.23180,0.37973,-0.34373
4487,-0.42718,-0.22681,0.34822,-0.32031
4488,-0.44826,-0.22212,0.31330,-0.29611
4489,-0.46879,-0.21765,0.27509,-0.27129
4490,-0.48860,-0.21351,0.23378,-0.24597
4491,-0.50773,-0.20953,0.18956,-0.22038
4492,-0.52592,-0.20568,0.14260,-0.19453
4493,-0.54318,-0.20182,0.09305,-0.16862
4494,-0.55943,-0.19791,0.04110,-0.14294
4495,-0.57459,-0.19383,-0.01301,-0.11745
4496,-0.58867,-0.18966,-0.06889,-0.09237
4497,-0.60155,-0.18520,-0.12630,-0.06793
4498,-0.61309,-0.18036,-0.18506,-0.04427
4499,-0.62353,-0.17514,-0.24489,-0.02161
4500,-0.63273,-0.16949,-0.30543,0.00007
4501,-0.64055,-0.16341,-0.36642,0.02056
4502,-0.64710,-0.15678,-0.42766,0.03967
4503,-0.65235,-0.14947,-0.48881,0.05727
4504,-0.65640,-0.14167,-0.54955,0.07324
4505,-0.65928,-0.13316,-0.60974,0.08742
4506,-0.66097,-0.12411,-0.66902,0.09984
4507,-0.66164,-0.11443,-0.72725,0.11030
4508,-0.66119,-0.10414,-0.78404,0.11880
4509,-0.65981,-0.09326,-0.83933,0.12522
4510,-0.65743,-0.08166,-0.89276,0.12962
4511,-0.65418,-0.06951,-0.94421,0.13177
4512,-0.65023,-0.05678,-0.99346,0.13186
4513,-0.64549,-0.04348,-1.04038,0.12976
4514,-0.63998,-0.02968,-1.08473,0.12549
4515,-0.63396,-0.01546,-1.12647,0.11907
4516,-0.62744,-0.00076,-1.16542,0.11047
4517,-0.62066,0.01417,-1.20148,0.09980
4518,-0.61349,0.02946,-1.23449,0.08714
4519,-0.60605,0.04490,-1.26441,0.07263
4520,-0.59848,0.06050,-1.29112,0.05622
4521,-0.59071,0.07621,-1.31463,0.03797
4522,-0.58287,0.09191,-1.33487,0.01811
4523,-0.57501,0.10760,-1.35174,-0.00330
4524,-0.56726,0.12305,-1.36528,-0.02605
4525,-0.55959,0.13834,-1.37540,-0.05019
4526,-0.55202,0.15339,-1.38216,-0.07534
4527,-0.54455,0.16807,-1.38550,-0.10159
4528,-0.53737,0.18233,-1.38560,-0.12876
4529,-0.53031,0.19613,-1.38227,-0.15663
4530,-0.52341,0.20934,-1.37564,-0.18503
4531,-0.51671,0.22196,-1.36581,-0.21381
4532,-0.51032,0.23395,-1.35268,-0.24291
4533,-0.50422,0.24523,-1.33660,-0.27224
4534,-0.49823,0.25579,-1.31733,-0.30151
4535,-0.49239,0.26567,-1.29520,-0.33059
4536,-0.48673,0.27479,-1.27023,-0.35943
4537,-0.48128,0.28311,-1.24251,-0.38793
4538,-0.47584,0.29069,-1.21216,-0.41597
4539,-0.47051,0.29736,-1.17927,-0.44330
4540,-0.46517,0.30333,-1.14389,-0.46992
4541,-0.45974,0.30863,-1.10626,-0.49577
4542,-0.45425,0.31317,-1.06661,-0.52069
4543,-0.44874,0.31699,-1.02496,-0.54460
4544,-0.44309,0.32013,-0.98149,-0.56751
4545,-0.43721,0.32278,-0.93641,-0.58928
4546,-0.43107,0.32482,-0.88983,-0.60990
4547,-0.42453,0.32656,-0.84189,-0.62928
4548,-0.41777,0.32781,-0.79288,-0.64751
4549,-0.41054,0.32879,-0.74277,-0.66438
4550,-0.40293,0.32967,-0.69196,-0.68000
4551,-0.39475,0.33040,-0.64060,-0.69427
4552,-0.38604,0.33108,-0.58870,-0.70725
4553,-0.37674,0.33183,-0.53653,-0.71883
4554,-0.36682,0.33288,-0.48428,-0.72911
4555,-0.35626,0.33413,-0.43213,-0.73809
4556,-0.34506,0.33583,-0.38017,-0.74568
4557,-0.33311,0.33809,-0.32864,-0.75199
4558,-0.32036,0.34089,-0.27755,-0.75701
4559,-0.30699,0.34433,-0.22719,-0.76077
4560,-0.29286,0.34862,-0.17756,-0.76314
4561,-0.27798,0.35370,-0.12880,-0.76424
4562,-0.26238,0.35960,-0.08113,-0.76413
4563,-0.24604,0.36643,-0.03451,-0.76268
4564,-0.22899,0.37434,0.01088,-0.75996
4565,-0.21126,0.38315,0.05503,-0.75599
4566,-0.19286,0.39291,0.09785,-0.75076
4567,-0.17381,0.40384,0.13932,-0.74425
4568,-0.15415,0.41580,0.17928,-0.73655
4569,-0.13401,0.42864,0.21790,-0.72747
4570,-0.11340,0.44245,0.25500,-0.71726
4571,-0.09238,0.45709,0.29069,-0.70573
4572,-0.07107,0.47250,0.32492,-0.69293
4573,-0.04942,0.48863,0.35762,-0.67882
4574,-0.02751,0.50525,0.38895,-0.66355
4575,-0.00559,0.52239,0.41883,-0.64710
4576,0.01642,0.53989,0.44731,-0.62948
4577,0.03841,0.55751,0.47442,-0.61071
4578,0.06019,0.57515,0.50028,-0.59073
4579,0.08172,0.59262,0.52486,-0.56968
4580,0.10291,0.60974,0.54826,-0.54766
4581,0.12372,0.62635,0.57053,-0.52453
4582,0.14404,0.64214,0.59166,-0.50057
4583,0.16378,0.65706,0.61165,-0.47569
4584,0.18296,0.67088,0.63066,-0.45002
4585,0.20126,0.68340,0.64863,-0.42368
4586,0.21888,0.69443,0.66559,-0.39680
4587,0.23563,0.70384,0.68168,-0.36940
4588,0.25142,0.71141,0.69683,-0.34160
4589,0.26631,0.71703,0.71097,-0.31362
4590,0.28017,0.72055,0.72419,-0.28548
4591,0.29303,0.72171,0.73665,-0.25746
4592,0.30477,0.72063,0.74804,-0.22945
4593,0.31557,0.71703,0.75861,-0.20182
4594,0.32528,0.71078,0.76811,-0.17455
4595,0.33396,0.70209,0.77674,-0.14784
4596,0.34173,0.69081,0.78433,-0.12178
4597,0.34843,0.67687,0.79090,-0.09653
4598,0.35438,0.66030,0.79638,-0.07221
4599,0.35938,0.64117,0.80068,-0.04898
4600,0.36368,0.61951,0.80392,-0.02685
4601,0.36724,0.59556,0.80594,-0.00601
4602,0.37011,0.56934,0.80675,0.01345
4603,0.37253,0.54089,0.80627,0.03148
4604,0.37455,0.51047,0.80439,0.04798
4605,0.37619,0.47824,0.80121,0.06296
4606,0.37766,0.44445,0.79664,0.07634
4607,0.37911,0.40919,0.79055,0.08805
4608,0.38053,0.37281,0.78298,0.09809
4609,0.38219,0.33551,0.77398,0.10660
4610,0.38412,0.29757,0.76353,0.11342
4611,0.38644,0.25921,0.75165,0.11864
4612,0.38916,0.22077,0.73826,0.12231
4613,0.39249,0.18245,0.72331,0.12445
4614,0.39655,0.14460,0.70702,0.12521
4615,0.40139,0.10738,0.68925,0.12461
4616,0.40707,0.07119,0.67019,0.12282
4617,0.41366,0.03624,0.64972,0.11983
4618,0.42135,0.00289,0.62802,0.11590
4619,0.43005,-0.02865,0.60506,0.11105
4620,0.43985,-0.05821,0.58095,0.10538
4621,0.45088,-0.08547,0.55583,0.09905
4622,0.46306,-0.11028,0.52976,0.09226
4623,0.47642,-0.13250,0.50286,0.08509
4624,0.49103,-0.15190,0.47522,0.07757
4625,0.50686,-0.16837,0.44690,0.07002
4626,0.52382,-0.18171,0.41800,0.06243
4627,0.54191,-0.19190,0.38879,0.05500
4628,0.56108,-0.19878,0.35918,0.04793
4629,0.58133,-0.20234,0.32945,0.04119
4630,0.60255,-0.20254,0.29962,0.03498
4631,0.62465,-0.19949,0.26990,0.02937
4632,0.64772,-0.19315,0.24015,0.02454
4633,0.67146,-0.18356,0.21066,0.02046
4634,0.69584,-0.17073,0.18157,0.01732
4635,0.72074,-0.15490,0.15286,0.01507
4636,0.74612,-0.13625,0.12470,0.01394
4637,0.77179,-0.11470,0.09710,0.01394
4638,0.79766,-0.09056,0.07018,0.01501
4639,0.82361,-0.06393,0.04399,0.01733
4640,0.84945,-0.03508,0.01860,0.02086
4641,0.87501,-0.00426,-0.00602,0.02569
4642,0.90023,0.02828,-0.02984,0.03174
4643,0.92508,0.06243,-0.05274,0.03913
4644,0.94932,0.09777,-0.07479,0.04777
4645,0.97269,0.13417,-0.09598,0.05772
4646,0.99530,0.17134,-0.11627,0.06892
4647,1.01687,0.20892,-0.13568,0.08137
4648,1.03726,0.24663,-0.15426,0.09491
4649,1.05643,0.28428,-0.17203,0.10954
4650,1.07417,0.32166,-0.18912,0.12533
4651,1.09038,0.35840,-0.20549,0.14220
4652,1.10490,0.39419,-0.22117,0.16016
4653,1.11764,0.42882,-0.23624,0.17900
4654,1.12857,0.46202,-0.25071,0.19867
4655,1.13750,0.49363,-0.26454,0.21921
4656,1.14448,0.52338,-0.27804,0.24059
4657,1.14929,0.55103,-0.29107,0.26252
4658,1.15189,0.57640,-0.30382,0.28509
4659,1.15211,0.59945,-0.31617,0.30809
4660,1.15006,0.61983,-0.32833,0.33154
4661,1.14565,0.63743,-0.34016,0.35524
4662,1.13899,0.65227,-0.35179,0.37927
4663,1.12983,0.66406,-0.36320,0.40339
4664,1.11821,0.67275,-0.37446,0.42755
4665,1.10413,0.67828,-0.38552,0.45158
4666,1.08778,0.68070,-0.39650,0.47546
4667,1.06895,0.67993,-0.40729,0.49911
4668,1.04793,0.67578,-0.41791,0.52234
4669,1.02450,0.66835,-0.42834,0.54507
4670,0.99891,0.65770,-0.43850,0.56717
4671,0.97132,0.64387,-0.44837,0.58855
4672,0.94164,0.62681,-0.45793,0.60917
4673,0.91000,0.60662,-0.46715,0.62891
4674,0.87660,0.58346,-0.47597,0.64768
4675,0.84154,0.55740,-0.48431,0.66538
4676,0.80498,0.52850,-0.49214,0.68197
4677,0.76701,0.49699,-0.49933,0.69731
4678,0.72782,0.46276,-0.50593,0.71147
4679,0.68764,0.42635,-0.51175,0.72431
4680,0.64665,0.38749,-0.51670,0.73572
4681,0.60492,0.34662,-0.52074,0.74575
4682,0.56287,0.30383,-0.52381,0.75435
4683,0.52041,0.25930,-0.52588,0.76151
4684,0.47791,0.21328,-0.52675,0.76727
4685,0.43542,0.16589,-0.52656,0.77148
4686,0.39325,0.11736,-0.52515,0.77436
4687,0.35157,0.06791,-0.52254,0.77576
4688,0.31058,0.01773,-0.51863,0.77577
4689,0.27033,-0.03291,-0.51342,0.77450
4690,0.23118,-0.08374,-0.50693,0.77195
4691,0.19329,-0.13464,-0.49907,0.76814
4692,0.15682,-0.18532,-0.48990,0.76316
4693,0.12193,-0.23561,-0.47935,0.75720
4694,0.08866,-0.28522,-0.46753,0.75013
4695,0.05724,-0.33406,-0.45446,0.74222
4696,0.02771,-0.38178,-0.44004,0.73355
4697,0.00016,-0.42813,-0.42441,0.72414
4698,-0.02517,-0.47309,-0.40770,0.71417
4699,-0.04821,-0.51617,-0.38986,0.70363
4700,-0.06888,-0.55745,-0.37098,0.69277
4701,-0.08719,-0.59665,-0.35113,0.68160
4702,-0.10308,-0.63359,-0.33043,0.67038
4703,-0.11650,-0.66813,-0.30882,0.65904
4704,-0.12747,-0.70009,-0.28651,0.64775
4705,-0.13597,-0.72923,-0.26368,0.63661
4706,-0.14194,-0.75552,-0.24018,0.62569
4707,-0.14535,-0.77898,-0.21633,0.61516
4708,-0.14632,-0.79929,-0.19208,0.60514
4709,-0.14487,-0.81649,-0.16760,0.59546
4710,-0.14106,-0.83057,-0.14308,0.58631
4711,-0.13490,-0.84138,-0.11847,0.57779
4712,-0.12655,-0.84906,-0.09408,0.56989
4713,-0.11597,-0.85343,-0.06986,0.56260
4714,-0.10330,-0.85453,-0.04597,0.55601
4715,-0.08867,-0.85244,-0.02250,0.55022
4716,-0.07223,-0.84727,0.00039,0.54513
4717,-0.05397,-0.83895,0.02266,0.54076
4718,-0.03396,-0.82757,0.04423,0.53701
4719,-0.01246,-0.81341,0.06503,0.53398
4720,0.01050,-0.79646,0.08485,0.53162
4721,0.03471,-0.77682,0.10363,0.52985
4722,0.06001,-0.75487,0.12127,0.52872
4723,0.08652,-0.73054,0.13779,0.52810
4724,0.11387,-0.70414,0.15291,0.52788
4725,0.14191,-0.67594,0.16676,0.52816
4726,0.17048,-0.64598,0.17919,0.52881
4727,0.19950,-0.61449,0.19006,0.52976
4728,0.22886,-0.58183,0.19936,0.53092
4729,0.25837,-0.54816,0.20712,0.53237
4730,0.28784,-0.51373,0.21324,0.53398
4731,0.31716,-0.47877,0.21756,0.53565
4732,0.34610,-0.44358,0.22024,0.53739
4733,0.37456,-0.40826,0.22113,0.53922
4734,0.40247,-0.37316,0.22030,0.54102
4735,0.42963,-0.33861,0.21762,0.54276
4736,0.45588,-0.30466,0.21317,0.54446
4737,0.48112,-0.27154,0.20697,0.54609
4738,0.50521,-0.23953,0.19891,0.54752
4739,0.52801,-0.20878,0.18916,0.54887
4740,0.54939,-0.17944,0.17766,0.55007
4741,0.56919,-0.15174,0.16452,0.55114
4742,0.58732,-0.12595,0.14984,0.55206
4743,0.60367,-0.10197,0.13363,0.55296
4744,0.61815,-0.08010,0.11594,0.55368
4745,0.63077,-0.06036,0.09693,0.55431
4746,0.64126,-0.04281,0.07655,0.55482
4747,0.64974,-0.02751,0.05503,0.55534
4748,0.65611,-0.01464,0.03244,0.55581
4749,0.66016,-0.00407,0.00885,0.55635
4750,0.66197,0.00412,-0.01549,0.55694
4751,0.66161,0.00998,-0.04055,0.55755
4752,0.65892,0.01353,-0.06618,0.55822
4753,0.65397,0.01484,-0.09228,0.55901
4754,0.64690,0.01389,-0.11867,0.55986
4755,0.63767,0.01083,-0.14523,0.56099
4756,0.62624,0.00573,-0.17172,0.56222
4757,0.61281,-0.00123,-0.19818,0.56371
4758,0.59729,-0.01008,-0.22422,0.56519
4759,0.57980,-0.02062,-0.24986,0.56698
4760,0.56055,-0.03261,-0.27490,0.56891
4761,0.53950,-0.04604,-0.29922,0.57112
4762,0.51687,-0.06075,-0.32265,0.57351
4763,0.49279,-0.07657,-0.34512,0.57611
4764,0.46732,-0.09326,-0.36642,0.57890
4765,0.44077,-0.11081,-0.38644,0.58189
4766,0.41314,-0.12886,-0.40520,0.58516
4767,0.38471,-0.14736,-0.42244,0.58851
4768,0.35549,-0.16612,-0.43803,0.59214
4769,0.32587,-0.18501,-0.45185,0.59586
4770,0.29582,-0.20383,-0.46397,0.59973
4771,0.26567,-0.22238,-0.47419,0.60388
4772,0.23561,-0.24063,-0.48254,0.60814
4773,0.20560,-0.25847,-0.48878,0.61258
4774,0.17614,-0.27557,-0.49292,0.61718
4775,0.14724,-0.29195,-0.49494,0.62185
4776,0.11916,-0.30754,-0.49481,0.62683
4777,0.09205,-0.32204,-0.49251,0.63193
4778,0.06599,-0.33537,-0.48790,0.63716
4779,0.04127,-0.34743,-0.48112,0.64266
4780,0.01814,-0.35819,-0.47211,0.64843
4781,-0.00353,-0.36747,-0.46076,0.65439
4782,-0.02339,-0.37528,-0.44715,0.66075
4783,-0.04131,-0.38153,-0.43144,0.66724
4784,-0.05724,-0.38614,-0.41357,0.67396
4785,-0.07090,-0.38898,-0.39359,0.68098
4786,-0.08231,-0.39003,-0.37157,0.68832
4787,-0.09137,-0.38919,-0.34742,0.69594
4788,-0.09796,-0.38644,-0.32129,0.70391
4789,-0.10209,-0.38172,-0.29343,0.71219
4790,-0.10360,-0.37496,-0.26368,0.72071
4791,-0.10250,-0.36615,-0.23222,0.72945
4792,-0.09868,-0.35534,-0.19916,0.73848
4793,-0.09225,-0.34246,-0.16455,0.74764
4794,-0.08308,-0.32751,-0.12862,0.75693
4795,-0.07118,-0.31035,-0.09145,0.76640
4796,-0.05673,-0.29116,-0.05307,0.77594
4797,-0.03959,-0.26994,-0.01378,0.78542
4798,-0.01991,-0.24659,0.02636,0.79475
4799,0.00225,-0.22116,0.06720,0.80401
4800,0.02682,-0.19366,0.10865,0.81284
4801,0.05381,-0.16423,0.15046,0.82129
4802,0.08309,-0.13281,0.19236,0.82938
4803,0.11455,-0.09961,0.23438,0.83670
