index,p0re,p0im,p1re,p1im
573,0.31182,0.81019,-0.95610,-0.45246
574,0.36725,0.80233,-0.96628,-0.45006
575,0.42113,0.79342,-0.97611,-0.44933
576,0.47349,0.78367,-0.98553,-0.45027
577,0.52408,0.77308,-0.99431,-0.45280
578,0.57294,0.76172,-1.00239,-0.45677
579,0.61996,0.74960,-1.00954,-0.46228
580,0.66514,0.73680,-1.01570,-0.46911
581,0.70847,0.72331,-1.02078,-0.47733
582,0.74990,0.70936,-1.02459,-0.48674
583,0.78943,0.69497,-1.02709,-0.49726
584,0.82706,0.68018,-1.02820,-0.50872
585,0.86284,0.66505,-1.02769,-0.52104
586,0.89670,0.64967,-1.02564,-0.53420
587,0.92875,0.63415,-1.02182,-0.54801
588,0.95904,0.61855,-1.01619,-0.56233
589,0.98745,0.60295,-1.00872,-0.57709
590,1.01403,0.58747,-0.99931,-0.59201
591,1.03900,0.57204,-0.98789,-0.60717
592,1.06226,0.55685,-0.97447,-0.62219
593,1.08398,0.54192,-0.95896,-0.63698
594,1.10412,0.52742,-0.94137,-0.65157
595,1.12268,0.51324,-0.92174,-0.66565
596,1.13971,0.49949,-0.89999,-0.67906
597,1.15522,0.48626,-0.87612,-0.69168
598,1.16923,0.47337,-0.85021,-0.70337
599,1.18182,0.46106,-0.82226,-0.71400
600,1.19294,0.44916,-0.79220,-0.72343
601,1.20266,0.43779,-0.76014,-0.73154
602,1.21092,0.42683,-0.72611,-0.73812
603,1.21774,0.41628,-0.69019,-0.74316
604,1.22305,0.40619,-0.65244,-0.74632
605,1.22689,0.39641,-0.61276,-0.74772
606,1.22922,0.38698,-0.57133,-0.74713
607,1.22997,0.37771,-0.52825,-0.74450
608,1.22925,0.36866,-0.48343,-0.73973
609,1.22681,0.35966,-0.43715,-0.73269
610,1.22288,0.35053,-0.38939,-0.72338
611,1.21723,0.34133,-0.34013,-0.71167
612,1.20996,0.33208,-0.28953,-0.69759
613,1.20102,0.32241,-0.23763,-0.68120
614,1.19034,0.31240,-0.18469,-0.66238
615,1.17777,0.30187,-0.13066,-0.64114
616,1.16347,0.29080,-0.07555,-0.61760
617,1.14743,0.27899,-0.01967,-0.59162
618,1.12961,0.26637,0.03696,-0.56341
619,1.10996,0.25290,0.09426,-0.53293
620,1.08838,0.23843,0.15202,-0.50033
621,1.06510,0.22285,0.21019,-0.46558
622,1.04002,0.20614,0.26877,-0.42894
623,1.01322,0.18828,0.32752,-0.39044
624,0.98473,0.16912,0.38633,-0.35030
625,0.95458,0.14866,0.44504,-0.30863
626,0.92277,0.12686,0.50352,-0.26550
627,0.88943,0.10356,0.56173,-0.22103
628,0.85470,0.07895,0.61939,-0.17561
629,0.81853,0.05295,0.67644,-0.12923
630,0.78120,0.02548,0.73260,-0.08219
631,0.74271,-0.00338,0.78784,-0.03456
632,0.70321,-0.03361,0.84200,0.01342
633,0.66294,-0.06520,0.89502,0.06166
634,0.62183,-0.09804,0.94668,0.10983
635,0.58011,-0.13201,0.99691,0.15797
636,0.53798,-0.16717,1.04551,0.20581
637,0.49545,-0.20342,1.09235,0.25317
638,0.45286,-0.24051,1.13730,0.29988
639,0.41030,-0.27845,1.18031,0.34589
640,0.36801,-0.31712,1.22108,0.39094
641,0.32602,-0.35640,1.25981,0.43498
642,0.28457,-0.39610,1.29616,0.47792
643,0.24388,-0.43609,1.33013,0.51959
644,0.20404,-0.47627,1.36163,0.55986
645,0.16521,-0.51646,1.39069,0.59876
646,0.12751,-0.55652,1.41713,0.63619
647,0.09125,-0.59642,1.44085,0.67213
648,0.05638,-0.63582,1.46197,0.70655
649,0.02310,-0.67465,1.48038,0.73934
650,-0.00843,-0.71260,1.49603,0.77059
651,-0.03822,-0.74975,1.50896,0.80025
652,-0.06605,-0.78590,1.51928,0.82842
653,-0.09190,-0.82091,1.52694,0.85504
654,-0.11562,-0.85465,1.53198,0.88028
655,-0.13727,-0.88685,1.53450,0.90403
656,-0.15661,-0.91756,1.53443,0.92628
657,-0.17392,-0.94661,1.53192,0.94721
658,-0.18895,-0.97382,1.52710,0.96690
659,-0.20188,-0.99931,1.51998,0.98526
660,-0.21267,-1.02285,1.51071,1.00261
661,-0.22123,-1.04435,1.49929,1.01879
662,-0.22768,-1.06379,1.48596,1.03390
663,-0.23218,-1.08119,1.47066,1.04812
664,-0.23473,-1.09641,1.45367,1.06151
665,-0.23547,-1.10960,1.43507,1.07405
666,-0.23436,-1.12066,1.41499,1.08583
667,-0.23167,-1.12975,1.39336,1.09699
668,-0.22742,-1.13666,1.37057,1.10743
669,-0.22173,-1.14162,1.34666,1.11734
670,-0.21480,-1.14467,1.32162,1.12676
671,-0.20673,-1.14574,1.29568,1.13559
672,-0.19773,-1.14508,1.26894,1.14406
673,-0.18784,-1.14267,1.24140,1.15214
674,-0.17723,-1.13864,1.21326,1.15985
675,-0.16602,-1.13324,1.18465,1.16721
676,-0.15452,-1.12644,1.15550,1.17422
677,-0.14267,-1.11839,1.12611,1.18089
678,-0.13073,-1.10920,1.09634,1.18729
679,-0.11879,-1.09912,1.06623,1.19339
680,-0.10691,-1.08813,1.03596,1.19907
681,-0.09534,-1.07649,1.00551,1.20442
682,-0.08410,-1.06427,0.97495,1.20951
683,-0.07331,-1.05176,0.94433,1.21420
684,-0.06315,-1.03898,0.91363,1.21855
685,-0.05364,-1.02607,0.88291,1.22253
686,-0.04480,-1.01308,0.85204,1.22608
687,-0.03686,-1.00017,0.82111,1.22931
688,-0.02970,-0.98743,0.79010,1.23211
689,-0.02335,-0.97506,0.75898,1.23433
690,-0.01798,-0.96294,0.72773,1.23624
691,-0.01366,-0.95129,0.69639,1.23753
692,-0.01016,-0.94006,0.66488,1.23840
693,-0.00769,-0.92941,0.63316,1.23866
694,-0.00621,-0.91926,0.60109,1.23849
695,-0.00559,-0.90974,0.56874,1.23779
696,-0.00594,-0.90079,0.53614,1.23658
697,-0.00717,-0.89231,0.50316,1.23491
698,-0.00918,-0.88436,0.46976,1.23268
699,-0.01202,-0.87678,0.43588,1.23002
700,-0.01548,-0.86955,0.40157,1.22698
701,-0.01961,-0.86270,0.36668,1.22344
702,-0.02433,-0.85599,0.33129,1.21961
703,-0.02960,-0.84951,0.29541,1.21523
704,-0.03534,-0.84305,0.25901,1.21071
705,-0.04140,-0.83653,0.22200,1.20589
706,-0.04776,-0.82983,0.18443,1.20091
707,-0.05429,-0.82273,0.14620,1.19571
708,-0.06082,-0.81524,0.10745,1.19037
709,-0.06742,-0.80717,0.06815,1.18510
710,-0.07405,-0.79834,0.02830,1.17984
711,-0.08054,-0.78876,-0.01206,1.17470
712,-0.08676,-0.77820,-0.05285,1.16976
713,-0.09264,-0.76664,-0.09392,1.16509
714,-0.09821,-0.75394,-0.13540,1.16074
715,-0.10326,-0.74000,-0.17711,1.15677
716,-0.10785,-0.72471,-0.21904,1.15328
717,-0.11190,-0.70797,-0.26087,1.15040
718,-0.11539,-0.68976,-0.30269,1.14812
719,-0.11822,-0.67009,-0.34440,1.14668
720,-0.12027,-0.64881,-0.38580,1.14582
721,-0.12154,-0.62598,-0.42678,1.14573
722,-0.12194,-0.60154,-0.46735,1.14650
723,-0.12149,-0.57555,-0.50715,1.14813
724,-0.12013,-0.54806,-0.54619,1.15068
725,-0.11784,-0.51894,-0.58425,1.15418
726,-0.11462,-0.48841,-0.62116,1.15857
727,-0.11049,-0.45658,-0.65692,1.16379
728,-0.10535,-0.42336,-0.69127,1.16987
729,-0.09930,-0.38903,-0.72405,1.17678
730,-0.09215,-0.35353,-0.75522,1.18459
731,-0.08403,-0.31706,-0.78471,1.19314
732,-0.07492,-0.27979,-0.81228,1.20250
733,-0.06472,-0.24172,-0.83778,1.21251
734,-0.05358,-0.20317,-0.86111,1.22308
735,-0.04145,-0.16409,-0.88220,1.23412
736,-0.02849,-0.12483,-0.90092,1.24569
737,-0.01448,-0.08548,-0.91727,1.25752
738,0.00041,-0.04614,-0.93092,1.26952
739,0.01635,-0.00720,-0.94209,1.28166
740,0.03319,0.03135,-0.95063,1.29381
741,0.05091,0.06923,-0.95639,1.30580
742,0.06953,0.10635,-0.95949,1.31758
743,0.08899,0.14262,-0.95991,1.32905
744,0.10928,0.17776,-0.95753,1.34002
745,0.13041,0.21175,-0.95246,1.35037
746,0.15237,0.24434,-0.94471,1.36009
747,0.17498,0.27542,-0.93436,1.36897
748,0.19830,0.30485,-0.92141,1.37702
749,0.22220,0.33254,-0.90592,1.38413
750,0.24678,0.35837,-0.88810,1.39005
751,0.27197,0.38220,-0.86785,1.39486
752,0.29779,0.40395,-0.84531,1.39844
753,0.32415,0.42365,-0.82063,1.40073
754,0.35099,0.44120,-0.79392,1.40172
755,0.37824,0.45648,-0.76531,1.40131
756,0.40593,0.46957,-0.73493,1.39952
757,0.43398,0.48035,-0.70282,1.39636
758,0.46228,0.48882,-0.66919,1.39174
759,0.49084,0.49505,-0.63417,1.38565
760,0.51967,0.49897,-0.59798,1.37818
761,0.54868,0.50054,-0.56062,1.36942
762,0.57766,0.49993,-0.52235,1.35931
763,0.60674,0.49718,-0.48327,1.34781
764,0.63592,0.49233,-0.44353,1.33511
765,0.66498,0.48547,-0.40331,1.32122
766,0.69385,0.47665,-0.36261,1.30624
767,0.72262,0.46591,-0.32167,1.29008
768,0.75112,0.45335,-0.28056,1.27300
769,0.77941,0.43908,-0.23953,1.25501
770,0.80735,0.42323,-0.19854,1.23619
771,0.83497,0.40592,-0.15777,1.21653
772,0.86229,0.38727,-0.11729,1.19622
773,0.88918,0.36741,-0.07709,1.17525
774,0.91562,0.34651,-0.03730,1.15377
775,0.94164,0.32463,0.00194,1.13193
776,0.96714,0.30196,0.04049,1.10973
777,0.99217,0.27852,0.07843,1.08719
778,1.01671,0.25460,0.11566,1.06457
779,1.04085,0.23024,0.15214,1.04180
780,1.06440,0.20565,0.18777,1.01892
781,1.08734,0.18098,0.22261,0.99604
782,1.10986,0.15633,0.25660,0.97327
783,1.13184,0.13173,0.28969,0.95064
784,1.15338,0.10747,0.32192,0.92810
785,1.17436,0.08360,0.35325,0.90590
786,1.19486,0.06025,0.38364,0.88395
787,1.21488,0.03748,0.41303,0.86229
788,1.23440,0.01551,0.44149,0.84100
789,1.25349,-0.00564,0.46912,0.82018
790,1.27224,-0.02582,0.49573,0.79973
791,1.29045,-0.04506,0.52139,0.77974
792,1.30821,-0.06322,0.54618,0.76019
793,1.32562,-0.08019,0.57008,0.74111
794,1.34263,-0.09599,0.59303,0.72248
795,1.35923,-0.11052,0.61508,0.70438
796,1.37534,-0.12381,0.63617,0.68671
797,1.39105,-0.13583,0.65633,0.66959
798,1.40629,-0.14652,0.67561,0.65304
799,1.42106,-0.15589,0.69392,0.63699
800,1.43531,-0.16399,0.71137,0.62154
801,1.44906,-0.17080,0.72789,0.60653
802,1.46230,-0.17630,0.74339,0.59193
803,1.47487,-0.18064,0.75801,0.57793
804,1.48675,-0.18383,0.77166,0.56434
805,1.49796,-0.18582,0.78431,0.55128
806,1.50838,-0.18677,0.79602,0.53870
807,1.51805,-0.18683,0.80666,0.52656
808,1.52678,-0.18590,0.81631,0.51491
809,1.53464,-0.18419,0.82484,0.50374
810,1.54152,-0.18178,0.83232,0.49295
811,1.54731,-0.17875,0.83868,0.48262
812,1.55211,-0.17511,0.84397,0.47273
813,1.55564,-0.17101,0.84823,0.46324
814,1.55791,-0.16654,0.85129,0.45415
815,1.55893,-0.16188,0.85335,0.44547
816,1.55862,-0.15702,0.85433,0.43713
817,1.55700,-0.15207,0.85420,0.42915
818,1.55383,-0.14715,0.85303,0.42159
819,1.54922,-0.14233,0.85091,0.41450
820,1.54309,-0.13772,0.84765,0.40761
821,1.53553,-0.13333,0.84342,0.40096
822,1.52632,-0.12913,0.83831,0.39466
823,1.51563,-0.12536,0.83225,0.38854
824,1.50326,-0.12191,0.82539,0.38286
825,1.48939,-0.11897,0.81785,0.37723
826,1.47393,-0.11647,0.80957,0.37185
827,1.45689,-0.11447,0.80055,0.36658
828,1.43832,-0.11297,0.79110,0.36146
829,1.41817,-0.11198,0.78113,0.35632
830,1.39648,-0.11152,0.77091,0.35127
831,1.37324,-0.11150,0.76040,0.34638
832,1.34860,-0.11198,0.74978,0.34145
833,1.32251,-0.11287,0.73905,0.33633
834,1.29509,-0.11397,0.72845,0.33116
835,1.26630,-0.11544,0.71799,0.32573
836,1.23618,-0.11708,0.70787,0.32011
837,1.20484,-0.11897,0.69816,0.31424
838,1.17218,-0.12090,0.68902,0.30805
839,1.13840,-0.12285,0.68054,0.30144
840,1.10358,-0.12462,0.67275,0.29448
841,1.06758,-0.12629,0.66577,0.28696
842,1.03055,-0.12759,0.65971,0.27882
843,0.99253,-0.12853,0.65464,0.27015
844,0.95351,-0.12894,0.65058,0.26082
845,0.91370,-0.12882,0.64766,0.25087
846,0.87300,-0.12804,0.64587,0.24019
847,0.83152,-0.12646,0.64533,0.22864
848,0.78924,-0.12398,0.64602,0.21628
849,0.74619,-0.12057,0.64792,0.20299
850,0.70245,-0.11601,0.65112,0.18896
851,0.65801,-0.11042,0.65556,0.17405
852,0.61299,-0.10362,0.66116,0.15823
853,0.56745,-0.09554,0.66792,0.14155
854,0.52136,-0.08605,0.67590,0.12399
855,0.47474,-0.07522,0.68491,0.10559
856,0.42781,-0.06306,0.69488,0.08641
857,0.38046,-0.04946,0.70582,0.06642
858,0.33272,-0.03441,0.71747,0.04566
859,0.28473,-0.01793,0.72979,0.02413
860,0.23662,-0.00004,0.74271,0.00187
861,0.18827,0.01921,0.75607,-0.02087
862,0.13998,0.03982,0.76981,-0.04414
863,0.09162,0.06171,0.78374,-0.06789
864,0.04335,0.08488,0.79767,-0.09179
865,-0.00471,0.10914,0.81155,-0.11599
866,-0.05238,0.13451,0.82518,-0.14029
867,-0.09984,0.16086,0.83846,-0.16470
868,-0.14686,0.18804,0.85118,-0.18899
869,-0.19322,0.21605,0.86333,-0.21306
870,-0.23897,0.24470,0.87469,-0.23686
871,-0.28395,0.27382,0.88513,-0.26033
872,-0.32804,0.30327,0.89467,-0.28331
873,-0.37119,0.33295,0.90314,-0.30568
874,-0.41320,0.36260,0.91047,-0.32730
875,-0.45400,0.39212,0.91662,-0.34817
876,-0.49345,0.42146,0.92150,-0.36807
877,-0.53146,0.45042,0.92498,-0.38703
878,-0.56779,0.47884,0.92717,-0.40489
879,-0.60242,0.50657,0.92798,-0.42170
880,-0.63522,0.53355,0.92743,-0.43739
881,-0.66617,0.55947,0.92560,-0.45178
882,-0.69511,0.58426,0.92260,-0.46490
883,-0.72195,0.60786,0.91830,-0.47674
884,-0.74654,0.63003,0.91287,-0.48739
885,-0.76878,0.65079,0.90643,-0.49674
886,-0.78852,0.67003,0.89904,-0.50474
887,-0.80595,0.68767,0.89089,-0.51152
888,-0.82083,0.70363,0.88199,-0.51696
889,-0.83306,0.71784,0.87263,-0.52123
890,-0.84272,0.73021,0.86284,-0.52443
891,-0.84964,0.74087,0.85287,-0.52652
892,-0.85385,0.74961,0.84277,-0.52758
893,-0.85527,0.75655,0.83272,-0.52772
894,-0.85391,0.76180,0.82296,-0.52697
895,-0.84995,0.76526,0.81356,-0.52534
896,-0.84326,0.76704,0.80477,-0.52305
897,-0.83395,0.76711,0.79676,-0.52017
898,-0.82193,0.76554,0.78956,-0.51677
899,-0.80740,0.76261,0.78351,-0.51295
900,-0.79034,0.75818,0.77857,-0.50881
901,-0.77083,0.75243,0.77488,-0.50441
902,-0.74890,0.74558,0.77254,-0.49979
903,-0.72469,0.73765,0.77164,-0.49508
904,-0.69838,0.72875,0.77232,-0.49024
905,-0.67010,0.71890,0.77460,-0.48561
906,-0.63991,0.70839,0.77866,-0.48105
907,-0.60793,0.69731,0.78429,-0.47660
908,-0.57440,0.68574,0.79152,-0.47227
909,-0.53941,0.67401,0.80041,-0.46809
910,-0.50308,0.66194,0.81097,-0.46413
911,-0.46553,0.64987,0.82304,-0.46037
912,-0.42707,0.63779,0.83657,-0.45679
913,-0.38778,0.62591,0.85146,-0.45342
914,-0.34793,0.61447,0.86772,-0.45013
915,-0.30761,0.60334,0.88512,-0.44686
916,-0.26707,0.59284,0.90346,-0.44363
917,-0.22642,0.58288,0.92275,-0.44030
918,-0.18586,0.57357,0.94280,-0.43688
919,-0.14571,0.56504,0.96335,-0.43323
920,-0.10599,0.55732,0.98425,-0.42919
921,-0.06704,0.55054,1.00547,-0.42482
922,-0.02900,0.54459,1.02676,-0.41992
923,0.00807,0.53964,1.04793,-0.41439
924,0.04397,0.53558,1.06874,-0.40829
925,0.07844,0.53267,1.08922,-0.40128
926,0.11128,0.53064,1.10898,-0.39337
927,0.14237,0.52971,1.12792,-0.38443
928,0.17168,0.52976,1.14593,-0.37438
929,0.19896,0.53075,1.16287,-0.36316
930,0.22403,0.53271,1.17865,-0.35070
931,0.24678,0.53560,1.19312,-0.33695
932,0.26719,0.53947,1.20611,-0.32179
933,0.28512,0.54413,1.21769,-0.30512
934,0.30052,0.54965,1.22768,-0.28701
935,0.31317,0.55587,1.23599,-0.26742
936,0.32304,0.56272,1.24264,-0.24635
937,0.33026,0.57030,1.24756,-0.22386
938,0.33457,0.57835,1.25068,-0.19982
939,0.33602,0.58690,1.25218,-0.17436
940,0.33468,0.59584,1.25195,-0.14751
941,0.33046,0.60517,1.24996,-0.11936
942,0.32346,0.61471,1.24633,-0.08989
943,0.31360,0.62449,1.24110,-0.05937
944,0.30099,0.63434,1.23444,-0.02768
945,0.28578,0.64428,1.22624,0.00477
946,0.26794,0.65411,1.21661,0.03815
947,0.24754,0.66385,1.20572,0.07226
948,0.22489,0.67339,1.19353,0.10691
949,0.20008,0.68252,1.18022,0.14195
950,0.17305,0.69132,1.16588,0.17722
951,0.14422,0.69963,1.15077,0.21265
952,0.11365,0.70753,1.13490,0.24815
953,0.08161,0.71465,1.11828,0.28346
954,0.04817,0.72112,1.10119,0.31850
955,0.01371,0.72681,1.08363,0.35318
956,-0.02153,0.73170,1.06567,0.38735
957,-0.05745,0.73567,1.04751,0.42077
958,-0.09372,0.73871,1.02926,0.45345
959,-0.13003,0.74068,1.01107,0.48532
960,-0.16624,0.74164,0.99295,0.51611
961,-0.20198,0.74142,0.97500,0.54595
962,-0.23703,0.73996,0.95730,0.57472
963,-0.27106,0.73728,0.93997,0.60232
964,-0.30387,0.73322,0.92302,0.62873
965,-0.33517,0.72784,0.90670,0.65382
966,-0.36464,0.72111,0.89097,0.67775
967,-0.39212,0.71309,0.87584,0.70029
968,-0.41739,0.70358,0.86141,0.72154
969,-0.44014,0.69271,0.84776,0.74154
970,-0.46023,0.68040,0.83485,0.76025
971,-0.47730,0.66668,0.82286,0.77767
972,-0.49135,0.65158,0.81169,0.79384
973,-0.50204,0.63505,0.80135,0.80881
974,-0.50938,0.61707,0.79196,0.82260
975,-0.51304,0.59777,0.78350,0.83522
976,-0.51299,0.57714,0.77600,0.84666
977,-0.50911,0.55525,0.76939,0.85706
978,-0.50142,0.53217,0.76359,0.86632
979,-0.48965,0.50794,0.75869,0.87464
980,-0.47405,0.48259,0.75474,0.88194
981,-0.45442,0.45628,0.75151,0.88821
982,-0.43083,0.42916,0.74922,0.89346
983,-0.40334,0.40104,0.74768,0.89788
984,-0.37206,0.37225,0.74703,0.90136
985,-0.33702,0.34275,0.74709,0.90391
986,-0.29832,0.31268,0.74786,0.90546
987,-0.25619,0.28219,0.74924,0.90628
988,-0.21079,0.25130,0.75115,0.90611
989,-0.16220,0.22018,0.75375,0.90505
990,-0.11063,0.18897,0.75682,0.90303
991,-0.05636,0.15774,0.76036,0.90005
992,0.00035,0.12652,0.76428,0.89623
993,0.05933,0.09561,0.76863,0.89133
994,0.12022,0.06488,0.77319,0.88552
995,0.18281,0.03461,0.77810,0.87881
996,0.24671,0.00480,0.78321,0.87120
997,0.31164,-0.02456,0.78851,0.86258
998,0.37723,-0.05330,0.79407,0.85304
999,0.44337,-0.08128,0.79970,0.84240
1000,0.50947,-0.10849,0.80520,0.83095
1001,0.57539,-0.13481,0.81077,0.81850
1002,0.64063,-0.16027,0.81631,0.80522
1003,0.70510,-0.18488,0.82175,0.79112
1004,0.76843,-0.20854,0.82707,0.77621
1005,0.83017,-0.23123,0.83218,0.76049
1006,0.89007,-0.25297,0.83718,0.74399
1007,0.94787,-0.27373,0.84196,0.72684
1008,1.00326,-0.29353,0.84655,0.70911
1009,1.05600,-0.31247,0.85088,0.69083
1010,1.10593,-0.33042,0.85496,0.67216
1011,1.15262,-0.34754,0.85875,0.65312
1012,1.19596,-0.36364,0.86226,0.63381
1013,1.23584,-0.37889,0.86540,0.61431
1014,1.27202,-0.39333,0.86828,0.59474
1015,1.30436,-0.40710,0.87082,0.57517
1016,1.33274,-0.42011,0.87313,0.55562
1017,1.35719,-0.43240,0.87504,0.53631
1018,1.37751,-0.44414,0.87667,0.51725
1019,1.39367,-0.45522,0.87801,0.49849
1020,1.40568,-0.46567,0.87905,0.48017
1021,1.41356,-0.47566,0.87980,0.46241
1022,1.41744,-0.48509,0.88032,0.44525
1023,1.41732,-0.49404,0.88049,0.42886
1024,1.41332,-0.50248,0.88036,0.41318
1025,1.40546,-0.51052,0.87991,0.39812
1026,1.39405,-0.51795,0.87922,0.38394
1027,1.37911,-0.52502,0.87819,0.37061
1028,1.36086,-0.53158,0.87696,0.35821
1029,1.33962,-0.53772,0.87533,0.34673
1030,1.31550,-0.54327,0.87343,0.33611
1031,1.28865,-0.54819,0.87123,0.32645
1032,1.25944,-0.55248,0.86865,0.31772
1033,1.22813,-0.55614,0.86565,0.30986
1034,1.19496,-0.55902,0.86229,0.30293
1035,1.16016,-0.56106,0.85845,0.29685
1036,1.12410,-0.56225,0.85420,0.29158
1037,1.08696,-0.56253,0.84941,0.28700
1038,1.04907,-0.56181,0.84418,0.28315
1039,1.01070,-0.56003,0.83841,0.27991
1040,0.97206,-0.55705,0.83190,0.27716
1041,0.93341,-0.55290,0.82482,0.27502
1042,0.89513,-0.54750,0.81695,0.27337
1043,0.85743,-0.54059,0.80842,0.27207
1044,0.82047,-0.53245,0.79916,0.27097
1045,0.78449,-0.52285,0.78911,0.27015
1046,0.74972,-0.51178,0.77816,0.26955
1047,0.71633,-0.49914,0.76627,0.26900
1048,0.68443,-0.48496,0.75345,0.26841
1049,0.65427,-0.46919,0.73975,0.26768
1050,0.62595,-0.45185,0.72497,0.26685
1051,0.59949,-0.43304,0.70931,0.26582
1052,0.57503,-0.41269,0.69263,0.26449
1053,0.55251,-0.39085,0.67486,0.26290
1054,0.53212,-0.36752,0.65616,0.26087
1055,0.51388,-0.34282,0.63638,0.25856
1056,0.49782,-0.31672,0.61563,0.25566
1057,0.48394,-0.28942,0.59384,0.25230
1058,0.47214,-0.26094,0.57123,0.24846
1059,0.46243,-0.23145,0.54758,0.24405
1060,0.45465,-0.20108,0.52307,0.23915
1061,0.44889,-0.16987,0.49779,0.23358
1062,0.44501,-0.13802,0.47175,0.22748
1063,0.44285,-0.10563,0.44505,0.22077
1064,0.44240,-0.07284,0.41771,0.21363
1065,0.44351,-0.03982,0.38988,0.20593
1066,0.44601,-0.00684,0.36153,0.19774
1067,0.44986,0.02620,0.33281,0.18902
1068,0.45487,0.05893,0.30391,0.17996
1069,0.46088,0.09130,0.27480,0.17041
1070,0.46787,0.12311,0.24572,0.16051
1071,0.47567,0.15421,0.21668,0.15035
1072,0.48410,0.18455,0.18773,0.13997
1073,0.49302,0.21395,0.15914,0.12931
1074,0.50245,0.24210,0.13081,0.11853
1075,0.51201,0.26898,0.10294,0.10772
1076,0.52178,0.29457,0.07562,0.09691
1077,0.53152,0.31873,0.04904,0.08616
1078,0.54107,0.34130,0.02308,0.07549
1079,0.55055,0.36235,-0.00218,0.06491
1080,0.55963,0.38184,-0.02651,0.05466
1081,0.56832,0.39948,-0.05004,0.04468
1082,0.57643,0.41531,-0.07248,0.03495
1083,0.58401,0.42942,-0.09389,0.02558
1084,0.59101,0.44167,-0.11418,0.01667
1085,0.59714,0.45218,-0.13354,0.00826
1086,0.60244,0.46091,-0.15169,0.00033
1087,0.60697,0.46793,-0.16854,-0.00694
1088,0.61049,0.47318,-0.18433,-0.01364
1089,0.61297,0.47672,-0.19897,-0.01975
1090,0.61444,0.47869,-0.21242,-0.02534
1091,0.61488,0.47912,-0.22474,-0.03019
1092,0.61417,0.47810,-0.23592,-0.03446
1093,0.61227,0.47588,-0.24603,-0.03801
1094,0.60934,0.47224,-0.25503,-0.04098
1095,0.60517,0.46751,-0.26288,-0.04344
1096,0.59995,0.46160,-0.26989,-0.04521
1097,0.59350,0.45489,-0.27580,-0.04642
1098,0.58577,0.44730,-0.28085,-0.04709
1099,0.57690,0.43905,-0.28490,-0.04722
1100,0.56686,0.43010,-0.28817,-0.04693
1101,0.55572,0.42078,-0.29064,-0.04632
1102,0.54344,0.41094,-0.29229,-0.04542
1103,0.53002,0.40070,-0.29326,-0.04429
1104,0.51553,0.39037,-0.29356,-0.04287
1105,0.50013,0.37988,-0.29332,-0.04144
1106,0.48377,0.36935,-0.29239,-0.03992
1107,0.46637,0.35880,-0.29096,-0.03844
1108,0.44820,0.34840,-0.28903,-0.03718
1109,0.42914,0.33811,-0.28650,-0.03621
1110,0.40941,0.32803,-0.28343,-0.03555
1111,0.38908,0.31824,-0.27989,-0.03522
1112,0.36817,0.30862,-0.27592,-0.03536
1113,0.34679,0.29931,-0.27141,-0.03615
1114,0.32496,0.29030,-0.26654,-0.03761
1115,0.30279,0.28159,-0.26123,-0.03981
1116,0.28037,0.27316,-0.25539,-0.04278
1117,0.25769,0.26513,-0.24905,-0.04677
1118,0.23499,0.25742,-0.24216,-0.05162
1119,0.21235,0.24996,-0.23480,-0.05755
1120,0.18974,0.24272,-0.22683,-0.06442
1121,0.16735,0.23588,-0.21825,-0.07243
1122,0.14518,0.22919,-0.20908,-0.08168
1123,0.12329,0.22277,-0.19922,-0.09206
1124,0.10173,0.21654,-0.18874,-0.10355
1125,0.08075,0.21051,-0.17750,-0.11637
1126,0.06011,0.20460,-0.16553,-0.13036
1127,0.04008,0.19881,-0.15282,-0.14558
1128,0.02052,0.19319,-0.13922,-0.16194
1129,0.00151,0.18769,-0.12488,-0.17950
1130,-0.01678,0.18232,-0.10971,-0.19815
1131,-0.03449,0.17708,-0.09364,-0.21789
1132,-0.05156,0.17196,-0.07673,-0.23857
1133,-0.06800,0.16701,-0.05896,-0.26021
1134,-0.08382,0.16220,-0.04038,-0.28272
1135,-0.09901,0.15752,-0.02095,-0.30590
1136,-0.11370,0.15315,-0.00070,-0.32975
1137,-0.12789,0.14908,0.02037,-0.35420
1138,-0.14164,0.14523,0.04213,-0.37904
1139,-0.15492,0.14177,0.06456,-0.40428
1140,-0.16783,0.13869,0.08760,-0.42965
1141,-0.18036,0.13603,0.11116,-0.45514
1142,-0.19264,0.13373,0.13522,-0.48048
1143,-0.20460,0.13205,0.15965,-0.50566
1144,-0.21644,0.13094,0.18427,-0.53054
1145,-0.22804,0.13046,0.20910,-0.55492
1146,-0.23967,0.13057,0.23385,-0.57867
1147,-0.25123,0.13145,0.25860,-0.60167
1148,-0.26281,0.13305,0.28309,-0.62395
1149,-0.27441,0.13547,0.30716,-0.64521
1150,-0.28617,0.13866,0.33060,-0.66531
1151,-0.29798,0.14278,0.35326,-0.68407
1152,-0.30988,0.14769,0.37509,-0.70164
1153,-0.32186,0.15343,0.39587,-0.71764
1154,-0.33402,0.16007,0.41538,-0.73219
1155,-0.34624,0.16756,0.43341,-0.74508
1156,-0.35848,0.17588,0.44995,-0.75628
1157,-0.37071,0.18497,0.46460,-0.76564
1158,-0.38282,0.19492,0.47727,-0.77331
1159,-0.39486,0.20562,0.48777,-0.77907
1160,-0.40660,0.21702,0.49593,-0.78290
1161,-0.41815,0.22911,0.50165,-0.78486
